7.568655610084533691e-01,-1.817725419998168945e+00,4.895709455013275146e-01,-1.593900322914123535e+00
-7.428582310676574707e-01,-4.856778383255004883e-01,-5.755460262298583984e-01,7.245283126831054688e-01
1.513889312744140625e+00,-2.026539564132690430e+00,1.354733228683471680e+00,-6.972078680992126465e-01
1.069457769393920898e+00,-1.069538235664367676e+00,2.662954032421112061e-01,-1.280673980712890625e+00
-1.907140731811523438e+00,1.385405182838439941e+00,9.360637664794921875e-01,-1.238533973693847656e+00
-1.591221213340759277e+00,1.303300023078918457e+00,-1.733426094055175781e+00,1.208530068397521973e+00
-1.570030570030212402e+00,1.109336137771606445e+00,1.823450803756713867e+00,-2.074712038040161133e+00
1.542899250984191895e+00,-1.364287018775939941e+00,-1.507591843605041504e+00,1.810768723487854004e+00
-1.894889593124389648e+00,1.536011695861816406e+00,-1.051172733306884766e+00,7.652298808097839355e-01
5.943903326988220215e-01,-1.518337965011596680e+00,-1.157034397125244141e+00,1.079577565193176270e+00
