-1.675478577613830566e+00,1.101172685623168945e+00,1.550169348716735840e+00,-1.606003522872924805e+00
-1.580549240112304688e+00,5.500856041908264160e-01,1.163319945335388184e+00,-1.452897071838378906e+00
-1.066188693046569824e+00,1.988192796707153320e-01,-1.622788429260253906e+00,7.162329554557800293e-01
1.664953351020812988e+00,-9.781830906867980957e-01,-8.714627623558044434e-01,1.289554834365844727e+00
-2.440673351287841797e+00,1.496379613876342773e+00,-1.924585700035095215e+00,1.440433502197265625e+00
1.644220709800720215e+00,-9.541994929313659668e-01,7.184686660766601562e-01,-1.128754734992980957e+00
3.721571564674377441e-01,-1.410699367523193359e+00,-8.100808858871459961e-01,7.366167306900024414e-01
1.095053195953369141e+00,-6.953202486038208008e-01,1.478080868721008301e+00,-1.888953447341918945e+00
2.438121289014816284e-01,-3.750221729278564453e-01,-1.576583385467529297e+00,8.874251246452331543e-01
-1.594765901565551758e+00,1.528156995773315430e+00,-9.083632826805114746e-01,-1.157440900802612305e+00
